Feature_ID	Taxonomy
KC733379.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Salamandridae;g__Tylototriton;s__wenxianensis
KC735096.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Cyrtodactylus;s__fasciolatus
KC735097.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Cyrtodactylus;s__khasiensis
KC735099.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Cyrtopodion;s__kachhense
KC735100.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Cyrtopodion;s__sp. 1 RB-2013
KC735101.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Dravidogecko;s__anamallensis
KC735104.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Dravidogecko;s__anamallensis
KC735106.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Hemidactylus;s__giganteus
KC747652.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Molossidae;g__Eumops;s__perotis
KC747653.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Molossidae;g__Nyctinomops;s__macrotis
KC747654.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Molossidae;g__Nyctinomops;s__aurispinosus
KC747657.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Phyllostomidae;g__Sturnira;s__lilium
KC747660.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Myotis;s__lucifugus alascensis
KC747661.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Myotis;s__lucifugus carissima
KC747662.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Myotis;s__lucifugus relictus
KC747664.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Myotis;s__evotis milleri
KC747665.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Myotis;s__occultus
KC747667.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Baeodon;s__gracilis
KC747669.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Rhinolophidae;g__Rhinolophus;s__celebensis
KC747670.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Thoopterus;s__nigrescens
KC747671.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Styloctenium;s__wallacei
KC749446.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Afropavo;s__congensis
KC749448.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Alectoris;s__rufa
KC749451.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Catreus;s__wallichii
KC749459.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Lophura;s__inornata
KC749460.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Lophura;s__nycthemera
KC749464.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Polyplectron;s__chalcurum
KC749467.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Polyplectron;s__inopinatum
KC749474.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Tragopan;s__blythii
KC749475.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Tympanuchus;s__phasianellus
KC757406.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Papio;s__anubis
KC757407.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Lorisidae;g__Perodicticus;s__potto edwarsi
KC758853.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Neotoma;s__nelsoni
KC763409.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__sapiens
KC763466.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Pomatiopsidae;g__Oncomelania;s__hupensis hupensis
KC763468.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Pomatiopsidae;g__Oncomelania;s__hupensis hupensis
KC763469.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Pomatiopsidae;g__Oncomelania;s__hupensis chiui
KC776606.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__atkinsi
KC776607.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__cubanus
KC776609.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__etheridgei
KC776610.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__iberia
KC776612.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__iberia
KC776616.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__jaumei
KC776619.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__limbatus
KC776620.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__limbatus
KC776622.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__limbatus
KC776623.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__orientalis
KC776624.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__orientalis
KC776625.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__orientalis
KC776717.1	d__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Ziphiidae;g__Ziphius;s__cavirostris
KC778969.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Ithaginis;s__cruentus
KC778971.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Lophura;s__leucomelanos
KC778974.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Polyplectron;s__katsumatae
KC778976.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Arborophila;s__rufogularis
KC778978.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Syrmaticus;s__mikado
KC785603.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Ammoperdix;s__heyi
KC785611.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Francolinus;s__francolinus
KC785612.1	d__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Dendroperdix;s__sephaena
KC820796.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acipenseriformes;f__Acipenseridae;g__Acipenser;s__schrenckii
KC822474.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Scaphiophryne;s__marmorata
KC822475.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Scaphiophryne;s__sp. TNHC 64007
KC822476.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Arcovomer;s__passarellii
KC822478.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Elachistocleis;s__ovalis
KC822480.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Cophixalus;s__sp. TNHC 51333
KC822481.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Calluella;s__yunnanensis
KC822483.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Calluella;s__guttulata
KC822485.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Austrochaperina;s__sp. BSFS 11377
KC822486.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Cophixalus;s__cheesmanae
KC822488.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Oreophryne;s__anulata
KC822489.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Oreophryne;s__variabilis
KC822491.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__berdmorei
KC822492.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__achatina
KC822493.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Micryletta;s__inornata
KC822494.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Micryletta;s__inornata
KC822496.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__pleurostigma
KC822497.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__pleurostigma
KC822499.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Metaphrynella;s__sundana
KC822500.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Metaphrynella;s__sundana
KC822501.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Metaphrynella;s__sundana
KC822503.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Metaphrynella;s__pollicaris
KC822504.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Uperodon;s__obscurus
KC822506.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Uperodon;s__taprobanicus
KC822517.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Sibuyan
KC822527.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__conjuncta conjuncta
KC822539.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__conjuncta conjuncta
KC822541.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__picta
KC822551.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__picta
KC822554.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__picta
KC822567.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Sulawesi
KC822568.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Sulawesi
KC822569.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Vietnam
KC822570.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__baleata
KC822574.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Vietnam
KC822576.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Peninsular Malaysia
KC822580.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Peninsular Malaysia
KC822581.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Peninsular Malaysia
KC822583.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Palawan
KC822586.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. Samar & Leyte
KC822592.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__kokacii
KC822593.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__kokacii
KC822595.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__kokacii
KC822598.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. East Luzon
KC822599.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__sp. East Luzon
KC822604.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__kalingensis
KC822605.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__kalingensis
KC822633.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__rigida
KC822641.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kaloula;s__walteri
KC823604.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Channidae;g__Channa;s__argus x Channa maculata
KC840449.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Sphaerodactylidae;g__Sphaerodactylus;s__levinsi
KC840459.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Sphaerodactylidae;g__Sphaerodactylus;s__levinsi
KC840469.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Sphaerodactylidae;g__Sphaerodactylus;s__grandisquamis ateles
KC840514.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Sphaerodactylidae;g__Sphaerodactylus;s__townsendi
KC847084.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Sarcocheilichthys;s__sinensis sinensis
KC858293.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Florisuga;s__mellivora
KC858294.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Phaethornis;s__superciliosus
KC858295.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Phaethornis;s__longuemareus
KC858296.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Doryfera;s__johannae
KC858297.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Colibri;s__thalassinus
KC858298.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Anthracothorax;s__prevostii
KC858299.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Anthracothorax;s__nigricollis
KC858300.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Coeligena;s__bonapartei
KC858301.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Heliangelus;s__spencei
KC858306.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Pampa;s__curvipennis
KC858307.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Pampa;s__excellens
KC858308.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Pampa;s__rufa
KC858309.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Campylopterus;s__hemileucurus
KC858310.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Campylopterus;s__largipennis
KC858311.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Campylopterus;s__villaviscensio
KC858312.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Cynanthus;s__canivetii
KC858313.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Phaeoptila;s__sordida
KC858314.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Cynanthus;s__latirostris
KC858319.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Basilinna;s__leucotis
KC858320.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Thaumasius;s__taczanowskii
KC858321.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Thaumasius;s__baeri
KC858333.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Amazilia;s__viridicauda
KC858341.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Chlorestes;s__candida
KC858343.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Chrysuronia;s__versicolor
KC858344.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Chionomesa;s__fimbriata
KC858345.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Chionomesa;s__lactea
KC858346.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Polyerata;s__amabilis
KC858360.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Saucerottia;s__cyanocephala
KC858369.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Saucerottia;s__beryllina
KC858370.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Saucerottia;s__beryllina
KC858371.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Saucerottia;s__cyanura
KC858372.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Saucerottia;s__saucerottei
KC858373.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Saucerottia;s__viridigaster
KC858374.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Saucerottia;s__edward
KC858375.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Amazilia;s__rutila
KC858379.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Amazilia;s__rutila
KC858386.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Amazilia;s__yucatanensis
KC858390.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Amazilia;s__tzacatl
KC858391.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Amazilia;s__tzacatl
KC858393.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Ramosomyia;s__violiceps
KC858394.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Ramosomyia;s__violiceps
KC858401.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Ramosomyia;s__viridifrons
KC858402.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Eupherusa;s__poliocerca
KC858403.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Eupherusa;s__eximia
KC858404.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Eupherusa;s__cyanophrys
KC858405.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Lampornis;s__clemenciae
KC858406.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Lampornis;s__amethystinus
KC858407.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Lamprolaima;s__rhami
KC858408.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Eugenes;s__fulgens
KC858409.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Heliomaster;s__longirostris
KC858410.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Doricha;s__eliza
KC858412.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Archilochus;s__colubris
KC858413.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Selasphorus;s__rufus
KC858414.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Tilmatura;s__dupontii
KC875856.1	d__Metazoa;p__Chordata;c__Aves;o__Procellariiformes;f__Procellariiformes;g__Pelagodroma;s__marina
KC879579.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879580.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879581.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879582.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879583.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879585.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879586.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879588.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879590.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879591.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879592.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879593.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879594.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879595.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879596.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879597.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC879598.1	d__Metazoa;p__Cnidaria;c__Scyphozoa;o__Rhizostomeae;f__Stomolophidae;g__Stomolophus;s__meleagris
KC887907.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Glischropus;s__tylopus
KC887910.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Hesperoptenus;s__tomesi
KC887911.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Philetor;s__brachypterus
KC887912.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Hypsugo;s__petersi
KC896375.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Canis;s__lupus campestris
KC923917.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Acanthizidae;g__Sericornis;s__keri
KC923918.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Acanthizidae;g__Gerygone;s__mouki
KC923919.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Acanthizidae;g__Gerygone;s__palpebrosa
KC923920.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Acanthizidae;g__Acanthiza;s__katherina
KC923921.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Acanthizidae;g__Neosericornis;s__citreogularis
KC923922.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Meliphagidae;g__Meliphaga;s__lewinii
KC951871.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Scyllaridae;g__Thenus;s__unimaculatus
KC953095.1	d__Metazoa;p__Chordata;c__Aves;o__Strigiformes;f__Strigidae;g__Strix;s__leptogrammica
KC961236.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Philautus;s__amoenus
KC961237.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Philautus;s__aurantium
KC961239.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Rhacophorus;s__baluensis
KC961241.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Feihyla;s__kajau
KC961242.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Leptomantis;s__gadingensis
KC961243.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Polypedates;s__colletti
KC961244.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Polypedates;s__colletti
KC961250.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Philautus;s__disgregus
KC967217.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Rhynchocypris;s__cf. lagowskii CF-2013
KC992395.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Phoxinus;s__phoxinus tumensis
KC993007.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Sciurus;s__vulgaris fuscoater
KF002007.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Dryaderces;s__pearsoni
KF002017.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Dryaderces;s__pearsoni
KF002018.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Osteocephalus;s__alboguttatus
KF002022.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Osteocephalus;s__buckleyi
KF002027.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Osteocephalus;s__buckleyi
KF002030.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Osteocephalus;s__cabrerai
KF002034.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Osteocephalus;s__castaneicola
KF002035.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Osteocephalus;s__castaneicola
KF002037.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Osteocephalus;s__deridens
